path;link;size
Battlefield 2 - Modern Combat (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%202%20-%20Modern%20Combat%20%28Japan%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 2 - Modern Combat (Spain).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%202%20-%20Modern%20Combat%20%28Spain%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 2 - Modern Combat (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%202%20-%20Modern%20Combat%20%28USA%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 3 (Japan, Korea) (En,Ja,Zh,Ko) (Disc 1) (Multiplay-COOP).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%203%20%28Japan%2C%20Korea%29%20%28En%2CJa%2CZh%2CKo%29%20%28Disc%201%29%20%28Multiplay-COOP%29.zip;7.4 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 3 (Japan, Korea) (En,Ja,Zh,Ko) (Disc 2) (Single-Play).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%203%20%28Japan%2C%20Korea%29%20%28En%2CJa%2CZh%2CKo%29%20%28Disc%202%29%20%28Single-Play%29.zip;7.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 3 (USA, Europe) (En,Ja,Fr,De,Es,It,Zh,Ko,Pl,Ru) (Disc 1) (Multiplayer-Co-Op).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%203%20%28USA%2C%20Europe%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CZh%2CKo%2CPl%2CRu%29%20%28Disc%201%29%20%28Multiplayer-Co-Op%29.zip;7.4 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 3 (USA, Europe) (En,Ja,Fr,De,Es,It,Zh,Ko,Pl,Ru) (Disc 2) (Single-Player Campaign).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%203%20%28USA%2C%20Europe%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CZh%2CKo%2CPl%2CRu%29%20%28Disc%202%29%20%28Single-Player%20Campaign%29.zip;7.5 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 4 (Japan) (Disc 1).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%204%20%28Japan%29%20%28Disc%201%29.zip;8.0 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 4 (Japan) (Disc 2).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%204%20%28Japan%29%20%28Disc%202%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 4 (USA, Europe) (En,Fr,De,Es,It,Pt,Pl,Ru,Cs) (Disc 1).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%204%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%2CCs%29%20%28Disc%201%29.zip;7.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield 4 (USA, Europe) (En,Fr,De,Es,It,Pt,Pl,Ru,Cs) (Disc 2).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%204%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%2CCs%29%20%28Disc%202%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield Hardline (World) (En,Ja,Fr,De,Es,It,Pt,Pl,Ru) (Disc 1) (Install-Multiplayer).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%20Hardline%20%28World%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%29%20%28Disc%201%29%20%28Install-Multiplayer%29.zip;7.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlefield Hardline (World) (En,Ja,Fr,De,Es,It,Pt,Pl,Ru) (Disc 2) (Single Player).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlefield%20Hardline%20%28World%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%29%20%28Disc%202%29%20%28Single%20Player%29.zip;7.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Battleship (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battleship%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.1 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlestations - Midway (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlestations%20-%20Midway%20%28Japan%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlestations - Midway (USA, Europe) (En,Fr,De,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlestations%20-%20Midway%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CIt%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlestations - Pacific (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlestations%20-%20Pacific%20%28Japan%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlestations - Pacific (USA) (Beta) (2009-03-12).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlestations%20-%20Pacific%20%28USA%29%20%28Beta%29%20%282009-03-12%29.zip;4.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Battlestations - Pacific (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Battlestations%20-%20Pacific%20%28USA%2C%20Europe%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Bayonetta (Japan) (En,Ja,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bayonetta%20%28Japan%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%29.zip;6.3 GiB;ZIP;https://myrient.erista.me/files/Redump
Bayonetta (USA) (Beta) (2009-11-18).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bayonetta%20%28USA%29%20%28Beta%29%20%282009-11-18%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Bayonetta (USA, Europe) (En,Ja,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bayonetta%20%28USA%2C%20Europe%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%29.zip;6.3 GiB;ZIP;https://myrient.erista.me/files/Redump
Beatles, The - Rock Band & Rock Band 2 (USA) (Demo).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beatles%2C%20The%20-%20Rock%20Band%20%26%20Rock%20Band%202%20%28USA%29%20%28Demo%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Beatles, The - Rock Band (World).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beatles%2C%20The%20-%20Rock%20Band%20%28World%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
Beautiful Katamari (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beautiful%20Katamari%20%28Europe%29.zip;5.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Beautiful Katamari (USA) (En,Ja).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beautiful%20Katamari%20%28USA%29%20%28En%2CJa%29.zip;5.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Beautiful Katamari Damacy (Japan, Asia) (En,Ja).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beautiful%20Katamari%20Damacy%20%28Japan%2C%20Asia%29%20%28En%2CJa%29.zip;5.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Beijing 2008 (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beijing%202008%20%28Japan%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Beijing 2008 (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beijing%202008%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
Bejeweled 3 (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bejeweled%203%20%28Europe%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Bejeweled 3 (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bejeweled%203%20%28USA%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Ben 10 - Alien Force - Vilgax Attacks (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Ben%2010%20-%20Alien%20Force%20-%20Vilgax%20Attacks%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.0 GiB;ZIP;https://myrient.erista.me/files/Redump
Ben 10 - Galactic Racing (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Ben%2010%20-%20Galactic%20Racing%20%28USA%2C%20Europe%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Ben 10 - Omniverse (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Ben%2010%20-%20Omniverse%20%28USA%29.zip;6.4 GiB;ZIP;https://myrient.erista.me/files/Redump
Ben 10 - Omniverse 2 (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Ben%2010%20-%20Omniverse%202%20%28USA%2C%20Europe%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
Ben 10 - Ultimate Alien - Cosmic Destruction (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Ben%2010%20-%20Ultimate%20Alien%20-%20Cosmic%20Destruction%20%28USA%2C%20Europe%29.zip;5.1 GiB;ZIP;https://myrient.erista.me/files/Redump
Beowulf - The Game (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Beowulf%20-%20The%20Game%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Big League Sports (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Big%20League%20Sports%20%28USA%2C%20Europe%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Biggest Loser, The - Ultimate Workout (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Biggest%20Loser%2C%20The%20-%20Ultimate%20Workout%20%28USA%2C%20Europe%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Bigs 2, The (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bigs%202%2C%20The%20%28USA%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
Bigs, The (Asia).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bigs%2C%20The%20%28Asia%29.zip;5.1 GiB;ZIP;https://myrient.erista.me/files/Redump
Bigs, The (USA) (Demo).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bigs%2C%20The%20%28USA%29%20%28Demo%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Bigs, The (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bigs%2C%20The%20%28USA%29.zip;5.1 GiB;ZIP;https://myrient.erista.me/files/Redump
Binary Domain (Europe, Asia) (En,Ja).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Binary%20Domain%20%28Europe%2C%20Asia%29%20%28En%2CJa%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Binary Domain (Germany) (En,De).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Binary%20Domain%20%28Germany%29%20%28En%2CDe%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Binary Domain (Italy) (En,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Binary%20Domain%20%28Italy%29%20%28En%2CIt%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Binary Domain (Spain).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Binary%20Domain%20%28Spain%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Binary Domain (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Binary%20Domain%20%28USA%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock (Germany) (En,De).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20%28Germany%29%20%28En%2CDe%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20%28Japan%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock (Korea) (En,Ko).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20%28Korea%29%20%28En%2CKo%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock (World) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20%28World%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock - Ultimate Rapture Edition (USA) (BioShock - Bonus Content).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20-%20Ultimate%20Rapture%20Edition%20%28USA%29%20%28BioShock%20-%20Bonus%20Content%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock - Ultimate Rapture Edition (USA) (BioShock 2 - Bonus Content).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20-%20Ultimate%20Rapture%20Edition%20%28USA%29%20%28BioShock%202%20-%20Bonus%20Content%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (Japan) (En,Ja).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28Japan%29%20%28En%2CJa%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (Korea) (En,Ko).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28Korea%29%20%28En%2CKo%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (USA, Europe) (En,Fr,Es).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28USA%2C%20Europe%29%20%28En%2CFr%2CEs%29.zip;6.5 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (World) (En,Fr,Es) (Beta) (2009-11-30).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28World%29%20%28En%2CFr%2CEs%29%20%28Beta%29%20%282009-11-30%29.zip;4.9 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock 2 (World) (En,Fr,Es) (Beta) (2009-12-16).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%202%20%28World%29%20%28En%2CFr%2CEs%29%20%28Beta%29%20%282009-12-16%29.zip;6.0 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock Infinite (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20Infinite%20%28Japan%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock Infinite (USA, Europe) (En,Fr,De,Es,It,Pt).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20Infinite%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BioShock Infinite - The Complete Edition - Bonus Content Disc (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BioShock%20Infinite%20-%20The%20Complete%20Edition%20-%20Bonus%20Content%20Disc%20%28USA%29.zip;7.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Biohazard - Operation Raccoon City (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Biohazard%20-%20Operation%20Raccoon%20City%20%28Japan%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Biohazard - Revival Selection (Japan, Asia) (Biohazard - Code - Veronica - Kanzenban).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Biohazard%20-%20Revival%20Selection%20%28Japan%2C%20Asia%29%20%28Biohazard%20-%20Code%20-%20Veronica%20-%20Kanzenban%29.zip;6.3 GiB;ZIP;https://myrient.erista.me/files/Redump
Biohazard - Revival Selection (Japan, Asia) (Biohazard 4).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Biohazard%20-%20Revival%20Selection%20%28Japan%2C%20Asia%29%20%28Biohazard%204%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Bionic Commando (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bionic%20Commando%20%28Japan%29.zip;6.3 GiB;ZIP;https://myrient.erista.me/files/Redump
Bionic Commando (USA, Europe) (En,Fr,De,Es,It,Ko).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bionic%20Commando%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CKo%29.zip;6.3 GiB;ZIP;https://myrient.erista.me/files/Redump
Bionicle Heroes (USA, Europe) (En,Fr,De,Es,It,Da).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bionicle%20Heroes%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CDa%29.zip;6.4 GiB;ZIP;https://myrient.erista.me/files/Redump
Birds of Steel (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Birds%20of%20Steel%20%28Europe%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Birds of Steel (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Birds%20of%20Steel%20%28USA%29.zip;7.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Black College Football - The Xperience (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Black%20College%20Football%20-%20The%20Xperience%20%28USA%29.zip;6.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Black Eyed Peas Experience, The (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Black%20Eyed%20Peas%20Experience%2C%20The%20%28USA%2C%20Europe%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
BlackSite - Area 51 (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlackSite%20-%20Area%2051%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.2 GiB;ZIP;https://myrient.erista.me/files/Redump
Blackwater (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blackwater%20%28USA%2C%20Europe%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Blades of Time (Europe) (En,Fr,De,Es,It,Ru).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blades%20of%20Time%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CRu%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Blades of Time (USA) (En,Fr,Es).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blades%20of%20Time%20%28USA%29%20%28En%2CFr%2CEs%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Bladestorm - Hyakunen Sensou (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bladestorm%20-%20Hyakunen%20Sensou%20%28Japan%29.zip;5.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Bladestorm - The Hundred Years' War (Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bladestorm%20-%20The%20Hundred%20Years%27%20War%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;5.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Bladestorm - The Hundred Years' War (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bladestorm%20-%20The%20Hundred%20Years%27%20War%20%28USA%29.zip;5.7 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Calamity Trigger (Europe) (En,Ja,Fr,De,Es,It,Zh,Ko).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Calamity%20Trigger%20%28Europe%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CZh%2CKo%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Calamity Trigger (USA, Japan) (En,Ja,Zh,Ko).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Calamity%20Trigger%20%28USA%2C%20Japan%29%20%28En%2CJa%2CZh%2CKo%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20%28Europe%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20%28Japan%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20%28USA%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift Extend (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20Extend%20%28Europe%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift Extend (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20Extend%20%28Japan%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
BlazBlue - Continuum Shift Extend (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/BlazBlue%20-%20Continuum%20Shift%20Extend%20%28USA%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Blazing Angels - Squadrons of WWII (USA, Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blazing%20Angels%20-%20Squadrons%20of%20WWII%20%28USA%2C%20Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;6.0 GiB;ZIP;https://myrient.erista.me/files/Redump
Blazing Angels 2 - Secret Missions of WWII (Japan).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blazing%20Angels%202%20-%20Secret%20Missions%20of%20WWII%20%28Japan%29.zip;5.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Blazing Angels 2 - Secret Missions of WWII (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blazing%20Angels%202%20-%20Secret%20Missions%20of%20WWII%20%28USA%29.zip;5.7 GiB;ZIP;https://myrient.erista.me/files/Redump
Blitz - The League (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blitz%20-%20The%20League%20%28USA%29.zip;3.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Blitz - The League II (USA, Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blitz%20-%20The%20League%20II%20%28USA%2C%20Europe%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Blood Bowl (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blood%20Bowl%20%28Europe%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Blood Bowl (USA) (En,Fr,Es).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blood%20Bowl%20%28USA%29%20%28En%2CFr%2CEs%29.zip;6.8 GiB;ZIP;https://myrient.erista.me/files/Redump
Blood Drive (USA).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blood%20Drive%20%28USA%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Bloodbath (Europe).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Bloodbath%20%28Europe%29.zip;6.9 GiB;ZIP;https://myrient.erista.me/files/Redump
Blue Dragon (Europe) (En,De,Es) (Disc 1).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blue%20Dragon%20%28Europe%29%20%28En%2CDe%2CEs%29%20%28Disc%201%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Blue Dragon (Europe) (En,De,Es) (Disc 2).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blue%20Dragon%20%28Europe%29%20%28En%2CDe%2CEs%29%20%28Disc%202%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
Blue Dragon (Europe) (En,De,Es) (Disc 3).zip;https://myrient.erista.me/files/Redump/Microsoft%20-%20Xbox%20360/Blue%20Dragon%20%28Europe%29%20%28En%2CDe%2CEs%29%20%28Disc%203%29.zip;6.6 GiB;ZIP;https://myrient.erista.me/files/Redump
